COUNTRY	Country	SEX	Sex	AGE	Age	EMPSTAT	Employment status	JOBTYPE	Job type	TIME	Time	Value
GBR	United Kingdom	MEN	Men	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2014	2014	14.87381704
GBR	United Kingdom	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2010	2010	32.79506355
GBR	United Kingdom	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2011	2011	33.26256327
GBR	United Kingdom	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2012	2012	32.79976752
GBR	United Kingdom	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2013	2013	33.10225696
GBR	United Kingdom	MEN	Men	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2014	2014	33.84566163
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2010	2010	41.36450693
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2011	2011	41.23708154
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2012	2012	41.0993018
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2013	2013	41.53767165
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	FT	Full-time employment	2014	2014	41.54645002
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2010	2010	14.85447223
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2011	2011	14.88618798
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2012	2012	14.54733229
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2013	2013	14.81635642
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	PT	Part-time employment	2014	2014	14.78824227
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2010	2010	33.18317006
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2011	2011	33.54282796
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2012	2012	32.9443319
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2013	2013	33.39932042
GBR	United Kingdom	MEN	Men	1524	15 to 24	TE	Total employment	TED	Total declared employment	2014	2014	34.14868441
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2010	2010	43.9301317
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2011	2011	44.05547399
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2012	2012	44.0079995
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2013	2013	44.05966553
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2014	2014	44.05832596
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2010	2010	19.16837925
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2011	2011	19.09054556
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2012	2012	19.20315116
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2013	2013	19.64078189
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2014	2014	19.83095166
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2010	2010	42.63013963
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2011	2011	42.69946093
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2012	2012	42.58457525
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2013	2013	42.66003526
GBR	United Kingdom	MEN	Men	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2014	2014	42.6967657
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2010	2010	44.57187626
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2011	2011	44.57355354
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2012	2012	44.51473356
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2013	2013	44.51149656
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	FT	Full-time employment	2014	2014	44.58885589
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2010	2010	19.05720195
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2011	2011	18.9543802
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2012	2012	19.17172032
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2013	2013	19.2234035
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	PT	Part-time employment	2014	2014	19.48165597
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2010	2010	43.04859876
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2011	2011	42.99112844
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2012	2012	42.8721355
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2013	2013	42.82726764
GBR	United Kingdom	MEN	Men	2554	25 to 54	TE	Total employment	TED	Total declared employment	2014	2014	42.97896676
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2010	2010	43.13495043
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2011	2011	43.28848998
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2012	2012	43.47084067
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2013	2013	43.54055126
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2014	2014	43.46714183
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2010	2010	18.12923439
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2011	2011	17.84635343
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2012	2012	18.64723726
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2013	2013	18.33191541
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2014	2014	18.45176072
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2010	2010	40.12945417
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2011	2011	40.19988434
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2012	2012	40.10765084
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2013	2013	40.44843902
GBR	United Kingdom	MEN	Men	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2014	2014	40.4594187
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2010	2010	43.93967883
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2011	2011	44.169935
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2012	2012	44.28450713
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2013	2013	44.30103936
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	FT	Full-time employment	2014	2014	44.31787273
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2010	2010	17.55541641
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2011	2011	17.05188676
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2012	2012	18.06326666
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2013	2013	17.81153899
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	PT	Part-time employment	2014	2014	17.47893396
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2010	2010	40.19871087
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2011	2011	40.07141285
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2012	2012	40.12094325
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2013	2013	40.47840479
GBR	United Kingdom	MEN	Men	5564	55 to 64	TE	Total employment	TED	Total declared employment	2014	2014	40.32730429
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2010	2010	43.55142514
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2011	2011	42.24598664
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2012	2012	41.61226515
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2013	2013	42.45872886
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	FT	Full-time employment	2014	2014	41.79630834
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2010	2010	15.72516809
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2011	2011	15.5194613
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2012	2012	15.47603892
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2013	2013	15.70478952
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	PT	Part-time employment	2014	2014	16.08361772
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2010	2010	27.53881633
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2011	2011	27.51299497
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2012	2012	28.25549766
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2013	2013	29.41280875
GBR	United Kingdom	MEN	Men	6599	65+	DE	Dependent employment	TED	Total declared employment	2014	2014	29.44629226
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2010	2010	44.8800931
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2011	2011	44.74218424
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2012	2012	43.42364616
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2013	2013	43.72381318
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	FT	Full-time employment	2014	2014	43.77706339
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2010	2010	14.74638097
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2011	2011	14.7441213
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2012	2012	14.76911142
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2013	2013	14.79159056
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	PT	Part-time employment	2014	2014	14.60335439
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2010	2010	28.78289525
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2011	2011	28.44697732
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2012	2012	28.02912665
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2013	2013	29.01952532
GBR	United Kingdom	MEN	Men	6599	65+	TE	Total employment	TED	Total declared employment	2014	2014	29.62590996
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2010	2010	43.52414652
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2011	2011	43.62237751
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2012	2012	43.6028749
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2013	2013	43.69312981
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	FT	Full-time employment	2014	2014	43.65531259
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2010	2010	16.9345452
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2011	2011	16.95690003
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2012	2012	17.02256726
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2013	2013	17.27651894
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	PT	Part-time employment	2014	2014	17.43387389
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2010	2010	40.65284279
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2011	2011	40.81245574
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2012	2012	40.65233165
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2013	2013	40.79746622
GBR	United Kingdom	MEN	Men	900000	Total	DE	Dependent employment	TED	Total declared employment	2014	2014	40.8895849
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2010	2010	44.18889517
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2011	2011	44.21082128
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2012	2012	44.15525672
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2013	2013	44.19964875
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	FT	Full-time employment	2014	2014	44.24528731
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2010	2010	16.84909201
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2011	2011	16.7914838
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2012	2012	16.97321194
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2013	2013	17.03398679
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	PT	Part-time employment	2014	2014	17.05372305
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2010	2010	41.01512185
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2011	2011	41.00237356
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2012	2012	40.82392673
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2013	2013	40.89693234
GBR	United Kingdom	MEN	Men	900000	Total	TE	Total employment	TED	Total declared employment	2014	2014	41.052953
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2010	2010	39.14831228
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2011	2011	39.30703066
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2012	2012	39.2123661
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2013	2013	39.20978952
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	FT	Full-time employment	2014	2014	39.56937199
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2010	2010	14.56812544
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2011	2011	14.69727645
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2012	2012	14.64312906
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2013	2013	14.40778793
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	PT	Part-time employment	2014	2014	14.61731317
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2010	2010	28.08350945
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2011	2011	28.02483461
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2012	2012	27.72600713
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2013	2013	28.01961285
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	DE	Dependent employment	TED	Total declared employment	2014	2014	28.80384604
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2010	2010	39.21466153
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2011	2011	39.34171851
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2012	2012	39.2510077
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2013	2013	39.2512961
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	FT	Full-time employment	2014	2014	39.56299925
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2010	2010	14.5187752
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2011	2011	14.63419801
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2012	2012	14.60180638
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2013	2013	14.33074422
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	PT	Part-time employment	2014	2014	14.596966
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2010	2010	28.00410258
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2011	2011	27.97311358
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2012	2012	27.62452262
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2013	2013	27.97569407
GBR	United Kingdom	WOMEN	Women	1524	15 to 24	TE	Total employment	TED	Total declared employment	2014	2014	28.73647804
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2010	2010	39.97830398
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2011	2011	39.8366861
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2012	2012	40.08006024
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2013	2013	40.16661891
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	FT	Full-time employment	2014	2014	40.26991886
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2010	2010	19.12170607
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2011	2011	19.11182916
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2012	2012	19.07328007
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2013	2013	19.1921729
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	PT	Part-time employment	2014	2014	19.23059161
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2010	2010	32.79319902
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2011	2011	32.73033188
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2012	2012	32.90587678
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2013	2013	33.06576348
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	DE	Dependent employment	TED	Total declared employment	2014	2014	33.40218579
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2010	2010	40.2618894
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2011	2011	40.09156003
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2012	2012	40.30081618
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2013	2013	40.38489161
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	FT	Full-time employment	2014	2014	40.50670441
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	PT	Part-time employment	2010	2010	18.69297986
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	PT	Part-time employment	2011	2011	18.68105288
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	PT	Part-time employment	2012	2012	18.66112852
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	PT	Part-time employment	2013	2013	18.78108346
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	PT	Part-time employment	2014	2014	18.75154089
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	TED	Total declared employment	2010	2010	32.58615311
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	TED	Total declared employment	2011	2011	32.47032494
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	TED	Total declared employment	2012	2012	32.59376503
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	TED	Total declared employment	2013	2013	32.79417044
GBR	United Kingdom	WOMEN	Women	2554	25 to 54	TE	Total employment	TED	Total declared employment	2014	2014	33.07266279
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2010	2010	38.96172294
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2011	2011	38.89044171
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2012	2012	39.16388104
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2013	2013	39.23060762
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	FT	Full-time employment	2014	2014	39.35365988
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2010	2010	17.83992049
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2011	2011	17.85227327
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2012	2012	17.983909
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2013	2013	18.16695315
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	PT	Part-time employment	2014	2014	18.26286813
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2010	2010	29.30329824
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2011	2011	29.41078608
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2012	2012	29.92420369
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2013	2013	30.43436953
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	DE	Dependent employment	TED	Total declared employment	2014	2014	30.4633538
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	FT	Full-time employment	2010	2010	39.45939952
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	FT	Full-time employment	2011	2011	39.616621
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	FT	Full-time employment	2012	2012	39.8192184
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	FT	Full-time employment	2013	2013	39.70846864
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	FT	Full-time employment	2014	2014	39.73970348
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	PT	Part-time employment	2010	2010	17.2485489
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	PT	Part-time employment	2011	2011	17.11517743
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	PT	Part-time employment	2012	2012	17.23866675
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	PT	Part-time employment	2013	2013	17.56591796
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	PT	Part-time employment	2014	2014	17.52949797
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	TED	Total declared employment	2010	2010	29.11210766
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	TED	Total declared employment	2011	2011	29.22836361
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	TED	Total declared employment	2012	2012	29.64982507
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	TED	Total declared employment	2013	2013	30.09376426
GBR	United Kingdom	WOMEN	Women	5564	55 to 64	TE	Total employment	TED	Total declared employment	2014	2014	29.85177
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	FT	Full-time employment	2010	2010	38.07638114
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	FT	Full-time employment	2011	2011	36.74411565
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	FT	Full-time employment	2012	2012	37.60041011
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	FT	Full-time employment	2013	2013	38.97280352
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	FT	Full-time employment	2014	2014	37.552665
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	PT	Part-time employment	2010	2010	13.96741716
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	PT	Part-time employment	2011	2011	14.0377933
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	PT	Part-time employment	2012	2012	13.94396004
GBR	United Kingdom	WOMEN	Women	6599	65+	DE	Dependent employment	PT	Part-time employment	2013	2013	14.21836953
